name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = memory
id = 9
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
N_header_lines = 9

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$]
8420.982444047928,	0.089559041,	-0.001786140530931971,	12,	0.089559041,	-0.009112961892510056,	
8421.782044172287,	0.085548133,	-0.001781396110848002,	12,	0.085548133,	-0.009088755667591847,	
8422.581644058228,	0.081544735,	-0.001799363816565473,	12,	0.081544735,	-0.009180427635538127,	
8423.381244182587,	0.077548467,	-0.00182762071919524,	12,	0.077548467,	-0.009324595506098163,	
8424.180844068527,	0.073562294,	-0.001885047204172083,	12,	0.073562294,	-0.009617587776388178,	
8424.980444192886,	0.069563791,	-0.001972304683712629,	12,	0.069563791,	-0.01006277899853382,	
8425.780044078827,	0.065569595,	-0.002103288601373189,	12,	0.065569595,	-0.010731064292720352,	
8426.579644203186,	0.061553504,	-0.002293485940541675,	12,	0.061553504,	-0.011701458880314668,	
8427.379244089127,	0.057573315,	-0.002565063962603371,	12,	0.057573315,	-0.013087061033690667,	
8428.178843975067,	0.053555854,	-0.002945969295818567,	12,	0.053555854,	-0.015030455590911054,	
8428.638643980026,	0.051242031,	-0.003225136863257663,	12,	0.051242031,	-0.01645477991457991,	
8428.71864414215,	0.05085903,	-0.003256565950001886,	13,	0.05085903,	-0.016615132397968805,	
8429.138443946838,	0.048766572,	-0.003587682056385801,	13,	0.048766572,	-0.018304500287682657,	
8429.938044071198,	0.044781502,	-0.004371806583956389,	13,	0.044781502,	-0.022305135632430556,	
8430.737643957138,	0.040776812,	-0.005432415272570903,	13,	0.040776812,	-0.02771640445189236,	
8431.397344112396,	0.037481047,	-0.006592516316314733,	13,	0.037481047,	-0.03363528732813639,	
8431.660243988037,	0.036097154,	-0.007315847557038069,	13,	0.036097154,	-0.03732575284203096,	
8431.70024394989,	0.036414277,	-0.004755650503523279,	13,	0.036414277,	-0.024263522977159585,	
8432.120043992996,	0.038528126,	-0.001868194390138727,	13,	0.038528126,	-0.009531604031320036,	
8432.919644117355,	0.042546436,	1.536147495998739e-05,	13,	0.042546436,	7.837487224483362e-05,	
8433.719244003296,	0.046527822,	0.0006681811133322953,	13,	0.046527822,	0.0034090873129198735,	
8434.518843889236,	0.050531473,	0.0009020558038165018,	13,	0.050531473,	0.00460232552967603,	
8435.318444013596,	0.054529261,	0.0009722750899516745,	13,	0.054529261,	0.004960587193630992,	
8436.118043899536,	0.058531933,	0.0009577022432015955,	13,	0.058531933,	0.004886235934702018,	
8436.917644023895,	0.062537149,	0.0009260071556200442,	13,	0.062537149,	0.004724526304183898,	
8437.717243909836,	0.066537909,	0.0008894101236080528,	13,	0.066537909,	0.00453780675310231,	
8438.516844034195,	0.070532925,	0.0008629013456033976,	13,	0.070532925,	0.0044025578857316205,	
8439.316443920135,	0.074530527,	0.0008498173899169556,	13,	0.074530527,	0.004335803009780386,	
8440.11614394188,	0.078530356,	0.0008417423364236835,	13,	0.078530356,	0.004294603757263691,	
8440.91574382782,	0.082527153,	0.000849948810012699,	13,	0.082527153,	0.004336473520472953,	
8441.715443849564,	0.086524576,	0.0008638574947562074,	13,	0.086524576,	0.004407436197735751,	
8442.515043973923,	0.090531006,	0.0008879033596725875,	13,	0.090531006,	0.004530119182002997,	
8443.314643859863,	0.094534792,	0.0009193247693534013,	13,	0.094534792,	0.004690432496701027,	
8444.114243984222,	0.098523177,	0.0009558313268661954,	13,	0.098523177,	0.004876690443194874,	
8444.913843870163,	0.10250521,	0.001003178065688753,	13,	0.10250521,	0.005118255437187515,	
8445.713443756104,	0.10651137,	0.001058005739194024,	13,	0.10651137,	0.0053979884652756325,	
8446.513043880463,	0.11050508,	0.001128804855005014,	13,	0.11050508,	0.005759208443903132,	
8447.312643766403,	0.11450806,	0.001205694870479556,	13,	0.11450806,	0.006151504441222225,	
8448.112243890762,	0.11848784,	0.001288867136643081,	13,	0.11848784,	0.006575852737974903,	
8448.911843776703,	0.12249029,	0.00137281108242418,	13,	0.12249029,	0.007004138175633571,	
8449.711443901062,	0.12650889,	0.001432700990363587,	13,	0.12650889,	0.007309698930426464,	
8450.511043787003,	0.13050941,	0.00144058330512499,	13,	0.13050941,	0.007349914822066275,	
8451.310643911362,	0.13449584,	0.001391050226733269,	13,	0.13449584,	0.007097195034353414,	
8452.110243797302,	0.13850662,	0.001290569969189224,	13,	0.13850662,	0.006584540659128693,	
8452.909843683243,	0.14248537,	0.001176448412117973,	13,	0.14248537,	0.006002287816928434,	
8453.709443807602,	0.14648724,	0.001066572521016367,	13,	0.14648724,	0.005441696535797791,	
8454.509043693542,	0.15048166,	0.0009684265729651125,	13,	0.15048166,	0.004940951902883227,	
8455.308643817902,	0.15447256,	0.0008922265761611469,	13,	0.15447256,	0.004552176408985443,	
8456.108343839645,	0.15845931,	0.0008300359278330185,	13,	0.15845931,	0.004234877182821523,	
8456.907943725586,	0.1624551,	0.0007806225625101946,	13,	0.1624551,	0.003982768176072421,	
8457.707543611526,	0.16645265,	0.0007468412764219806,	13,	0.16645265,	0.00381041467562235,	
8458.50724363327,	0.17047846,	0.0007246839472794774,	13,	0.17047846,	0.003697367077956517,	
8459.30684375763,	0.17445911,	0.0007123997373901896,	13,	0.17445911,	0.0036346925377050486,	
8460.10644364357,	0.17845115,	0.0007032056903423676,	13,	0.17845115,	0.0035877841343998347,	
8460.906043767929,	0.18243739,	0.0007031515185611072,	13,	0.18243739,	0.003587507747760751,	
8461.70564365387,	0.18644807,	0.000704613126245382,	13,	0.18644807,	0.003594964929823377,	
8462.505243778229,	0.19045234,	0.0007060374578741887,	13,	0.19045234,	0.003602231927929534,	
8463.30484366417,	0.19445533,	0.0007001470819821276,	13,	0.19445533,	0.0035721789897047327,	
8464.10444355011,	0.19844168,	0.0006920069980122581,	13,	0.19844168,	0.003530647949042133,	
8464.904043674469,	0.20244065,	0.0006804935642498525,	13,	0.20244065,	0.0034719059400502676,	
8465.70364356041,	0.20645322,	0.0006643307622296521,	13,	0.20645322,	0.0033894426644370005,	
8466.503243684769,	0.2104657,	0.0006565430170449374,	13,	0.2104657,	0.0033497092706374354,	
8467.30284357071,	0.21445753,	0.0006532070409000397,	13,	0.21445753,	0.0033326889841838758,	
8468.102443695068,	0.21845277,	0.000660526227470949,	13,	0.21845277,	0.0033700317728109644,	
8468.902043581009,	0.22244887,	0.0006833077468345779,	13,	0.22244887,	0.0034862640144621318,	
8469.70164346695,	0.22645541,	0.0007104540337368476,	13,	0.22645541,	0.0036247654782492226,	
8470.501243591309,	0.23045214,	0.0007525836362059571,	13,	0.23045214,	0.00383971242962223,	
8471.30084347725,	0.23444775,	0.0008059192553125268,	13,	0.23444775,	0.004111832935267993,	
8472.100443601608,	0.23844497,	0.0008655430781875847,	13,	0.23844497,	0.0044160361132019625,	
8472.900143623352,	0.24243674,	0.0009445851627954971,	13,	0.24243674,	0.004819312055079066,	
8473.699743509293,	0.24643916,	0.001026533773560899,	13,	0.24643916,	0.005237417212045402,	
8474.499443531036,	0.25043991,	0.001115809757112687,	13,	0.25043991,	0.005692906924044321,	
8475.299043416977,	0.25442168,	0.001201657952455346,	13,	0.25442168,	0.006130907920690541,	
8476.098643541336,	0.25841251,	0.001285292219638155,	13,	0.25841251,	0.0065576133655007906,	
8476.898243427277,	0.262411,	0.001348597982339293,	13,	0.262411,	0.006880601950710679,	
8477.697843551636,	0.2664111,	0.001371047184886551,	13,	0.2664111,	0.00699513869840077,	
8478.497443437576,	0.27042618,	0.001341946502350751,	13,	0.27042618,	0.006846665828320157,	
8479.297043561935,	0.27440709,	0.001269923208694904,	13,	0.27440709,	0.006479200044361756,	
8480.096643447876,	0.27839422,	0.001155325699787935,	13,	0.27839422,	0.005894518876469057,	
8480.896243333817,	0.28238273,	0.001022842627478922,	13,	0.28238273,	0.005218584834076133,	
8481.695843458176,	0.28638273,	0.0008838542069255668,	13,	0.28638273,	0.004509460239416157,	
8482.495443344116,	0.29038578,	0.0007512948594765121,	13,	0.29038578,	0.0038331370381454698,	
8483.295043468475,	0.29437271,	0.0006358885988865524,	13,	0.29437271,	0.0032443295861558793,	
8484.094643354416,	0.29836082,	0.0005390496276226832,	13,	0.29836082,	0.002750253202156547,	
8484.894243478775,	0.30236045,	0.0004540145362569347,	13,	0.30236045,	0.0023164006951884425,	
8485.693843364716,	0.30632707,	0.0003885979474179172,	13,	0.30632707,	0.0019826425888669246,	
8486.493443250656,	0.31030864,	0.0003364630805226037,	13,	0.31030864,	0.001716648370013284,	
8487.293043375015,	0.3143104,	0.0002929461274331141,	13,	0.3143104,	0.0014946230991485414,	
8488.092743396759,	0.31828821,	0.0002587790895977817,	13,	0.31828821,	0.0013203014775397025,	
8488.8923432827,	0.32226622,	0.00022881317116884,	13,	0.32226622,	0.0011674141386165307,	
8489.691943407059,	0.32625061,	0.0002036087162960859,	13,	0.32625061,	0.001038819981102479,	
8490.491543293,	0.33023214,	0.0001826931455223418,	13,	0.33023214,	0.0009321078853180704,	
8491.291243314743,	0.33424234,	0.0001617177220951415,	13,	0.33424234,	0.0008250904188527627,	
8492.090843200684,	0.33822489,	0.000144479767913554,	13,	0.33822489,	0.0007371416730283367,	
8492.890443325043,	0.34221792,	0.0001275715865482153,	13,	0.34221792,	0.000650875441572527,	
8493.690043210983,	0.3462269,	0.0001117842387832909,	13,	0.3462269,	0.0005703277488943413,	
8494.489643335342,	0.35023305,	9.727074400384377e-05,	13,	0.35023305,	0.00049627930614206,	
8495.289243221283,	0.35423282,	8.289228329738728e-05,	13,	0.35423282,	0.0004229198127417718,	
8496.088843345642,	0.35822895,	6.936895742807691e-05,	13,	0.35822895,	0.00035392325218406586,	
8496.888443231583,	0.36224061,	5.891808791860765e-05,	13,	0.36224061,	0.00030060248938065126,	
8497.688043117523,	0.36623868,	4.754017592138181e-05,	13,	0.36623868,	0.0002425519179662337,	
8498.487643241882,	0.37023214,	3.844653085897836e-05,	13,	0.37023214,	0.0001961557696886651,	
8499.287243127823,	0.37422392,	2.970482699878014e-05,	13,	0.37422392,	0.0001515552397896946,	
8500.086843252182,	0.37822273,	2.217475145914228e-05,	13,	0.37822273,	0.0001131364870364402,	
8500.886443138123,	0.38220447,	1.585127812259944e-05,	13,	0.38220447,	8.087386797244611e-05,	
8501.686043262482,	0.38622209,	1.046951676386112e-05,	13,	0.38622209,	5.341590185643428e-05,	
8502.485643148422,	0.39021975,	5.892839026640257e-06,	13,	0.39021975,	3.0065505237960492e-05,	
8503.285243272781,	0.39420372,	2.214889997958722e-06,	13,	0.39420372,	1.1300459173258786e-05,	
8504.084843158722,	0.39822519,	-1.199277687124679e-06,	13,	0.39822519,	-6.118763709819791e-06,	
8504.884543180466,	0.40222561,	-3.695534462911602e-06,	13,	0.40222561,	-1.8854767667916335e-05,	
8505.684143066406,	0.40621877,	-5.325348961044882e-06,	13,	0.40621877,	-2.7170147760433072e-05,	
8506.483743190765,	0.41021749,	-7.059771735668e-06,	13,	0.41021749,	-3.601924354932653e-05,	
8507.28344321251,	0.41423208,	-7.8410604303177e-06,	13,	0.41423208,	-4.0005410358763775e-05,	
8508.08304309845,	0.41823459,	-8.83257389279742e-06,	13,	0.41823459,	-4.506415251427255e-05,	
8508.88264298439,	0.42222986,	-9.34711597635896e-06,	13,	0.42222986,	-4.768936722632122e-05,	
8509.68224310875,	0.42624408,	-9.185945503619024e-06,	13,	0.42624408,	-4.686706889601542e-05,	
8510.48184299469,	0.43023929,	-9.471826401607401e-06,	13,	0.43023929,	-4.832564490616021e-05,	
8511.281443119049,	0.43422729,	-9.029428557388386e-06,	13,	0.43422729,	-4.606851304789993e-05,	
8512.08104300499,	0.4382239,	-8.417975813581073e-06,	13,	0.4382239,	-4.294885619174017e-05,	
8512.880643129349,	0.44222334,	-7.844762616340914e-06,	13,	0.44222334,	-4.002429906296385e-05,	
8513.68024301529,	0.44621748,	-6.864930375521017e-06,	13,	0.44621748,	-3.502515497714804e-05,	
8514.479843139648,	0.45021912,	-6.702817529388348e-06,	13,	0.45021912,	-3.4198048619328304e-05,	
8515.279443025589,	0.45420536,	-5.67142927108391e-06,	13,	0.45420536,	-2.893586362797913e-05,	
8516.07904291153,	0.45820275,	-5.038512144579704e-06,	13,	0.45820275,	-2.5706694615202573e-05,	
8516.878643035889,	0.46217114,	-3.998477423704843e-06,	13,	0.46217114,	-2.040039501890226e-05,	
8517.67824292183,	0.46619424,	-3.127081897233636e-06,	13,	0.46619424,	-1.5954499475681816e-05,	
8518.477843046188,	0.47017336,	-2.149209902848884e-06,	13,	0.47017336,	-1.0965356647188183e-05,	
8519.277442932129,	0.47418863,	-1.147111669592793e-06,	13,	0.47418863,	-5.852610559146902e-06,	
8520.077043056488,	0.47817782,	5.728457776388293e-08,	13,	0.47817782,	2.9226825389736187e-07,	
8520.876742839813,	0.48218367,	8.910736011730269e-07,	13,	0.48218367,	4.546293883535852e-06,	
8521.676342964172,	0.48617721,	1.750602619010148e-06,	13,	0.48617721,	8.931646015357897e-06,	
8522.475942850113,	0.490188,	2.771697977991394e-06,	13,	0.490188,	1.4141316214241805e-05,	
8523.275642871857,	0.49417797,	3.580610743475897e-06,	13,	0.49417797,	1.826842216059131e-05,	
8524.075242996216,	0.49818283,	4.72893785002236e-06,	13,	0.49818283,	2.4127233928685506e-05,	
8524.874842882156,	0.50217676,	5.088887346004227e-06,	13,	0.50217676,	2.5963710949001156e-05,	
8525.674443006516,	0.50616473,	6.125483342911647e-06,	13,	0.50616473,	3.1252466035263506e-05,	
8526.474042892456,	0.51015019,	6.336910944435879e-06,	13,	0.51015019,	3.233117828793816e-05,	
8527.273642778397,	0.5141297,	7.218198903515197e-06,	13,	0.5141297,	3.682754542609794e-05,	
8528.073242902756,	0.51815313,	8.189136934214238e-06,	13,	0.51815313,	4.178131088884815e-05,	
8528.872842788696,	0.52214533,	8.781004825427943e-06,	13,	0.52214533,	4.480104502769358e-05,	
8529.672442913055,	0.52613699,	9.23037343545391e-06,	13,	0.52613699,	4.709374201762199e-05,	
8530.472042798996,	0.53012502,	1.032799771270455e-05,	13,	0.53012502,	5.2693865881145666e-05,	
8531.271642923355,	0.53413707,	1.081522945791001e-05,	13,	0.53413707,	5.517974213219392e-05,	
8532.071242809296,	0.53811425,	1.185596160786605e-05,	13,	0.53811425,	6.0489600040132907e-05,	
8532.870842695236,	0.5421192,	1.270076013188732e-05,	13,	0.5421192,	6.479979659126184e-05,	
8533.670442819595,	0.54613286,	1.37493568736582e-05,	13,	0.54613286,	7.014977996764388e-05,	
8534.470042705536,	0.55012107,	1.487985013360596e-05,	13,	0.55012107,	7.591760272247939e-05,	
8535.269642829895,	0.55412191,	1.612926138775666e-05,	13,	0.55412191,	8.229214993753396e-05,	
8536.069242715836,	0.55813086,	1.757668734804567e-05,	13,	0.55813086,	8.967697626553913e-05,	
8536.868842840195,	0.56210756,	1.875464468612929e-05,	13,	0.56210756,	9.568696268433311e-05,	
8537.668542861938,	0.56610912,	2.029770272997705e-05,	13,	0.56610912,	0.00010355970780600535,	
8538.468142747879,	0.57010692,	2.243406884418141e-05,	13,	0.57010692,	0.0001144595349192929,	
8539.26774263382,	0.57410175,	2.406242697287772e-05,	13,	0.57410175,	0.00012276748455549856,	
8540.067442655563,	0.57808417,	2.595612649921491e-05,	13,	0.57808417,	0.00013242921683272912,	
8540.867042779922,	0.58209199,	2.875178912213649e-05,	13,	0.58209199,	0.0001466928016435535,	
8541.666642665863,	0.58608592,	3.102517526939818e-05,	13,	0.58608592,	0.00015829171055815398,	
8542.466242790222,	0.59008044,	3.319414058907267e-05,	13,	0.59008044,	0.00016935786014832995,	
8543.265842676163,	0.59409457,	3.630403387877562e-05,	13,	0.59409457,	0.0001852246626468144,	
8544.065442562103,	0.59809148,	3.880108148198553e-05,	13,	0.59809148,	0.00019796470143870168,	
8544.865042686462,	0.60210067,	4.163909609803383e-05,	13,	0.60210067,	0.0002124443678471114,	
8545.664642572403,	0.60609746,	4.460185026169212e-05,	13,	0.60609746,	0.00022756046051883733,	
8546.464242696762,	0.61009151,	4.750469633022598e-05,	13,	0.61009151,	0.00024237089964401008,	
8547.263842582703,	0.6140992,	5.053353409436635e-05,	13,	0.6140992,	0.00025782415354268543,	
8548.063442707062,	0.61810058,	5.351673772195723e-05,	13,	0.61810058,	0.0002730445802140675,	
8548.863042593002,	0.62210697,	5.65525092548003e-05,	13,	0.62210697,	0.000288533210483675,	
8549.662642717361,	0.62610602,	5.982241176579015e-05,	13,	0.62610602,	0.0003052163865601538,	
8550.462242603302,	0.63010746,	6.258117449314143e-05,	13,	0.63010746,	0.00031929170659766035,	
8551.261842489243,	0.63409317,	6.554863790915835e-05,	13,	0.63409317,	0.0003344318260671344,	
8552.061442613602,	0.63809508,	6.900750521787995e-05,	13,	0.63809508,	0.00035207910825448956,	
8552.861042499542,	0.64209235,	7.254733075204463e-05,	13,	0.64209235,	0.00037013944261247257,	
8553.660642623901,	0.64610571,	7.637136328454133e-05,	13,	0.64610571,	0.00038964981267623126,	
8554.460342645645,	0.6500892,	7.978426783897697e-05,	13,	0.6500892,	0.0004070625910151886,	
8555.259942531586,	0.65409249,	8.401086745971932e-05,	13,	0.65409249,	0.0004286268747944863,	
8556.059542417526,	0.65808308,	8.824247579779557e-05,	13,	0.65808308,	0.00045021671325405903,	
8556.85924243927,	0.66206437,	9.280268833934593e-05,	13,	0.66206437,	0.00047348310377217306,	
8557.65884256363,	0.66607004,	9.833457669575912e-05,	13,	0.66607004,	0.0005017070239579547,	
8558.45844244957,	0.67007351,	0.0001041241813093488,	13,	0.67007351,	0.0005312458230068816,	
8559.258042573929,	0.67405629,	0.0001101226937114775,	13,	0.67405629,	0.0005618504781197832,	
8560.05764245987,	0.67807084,	0.0001171115260583939,	13,	0.67807084,	0.0005975077860122138,	
8560.857242584229,	0.68207216,	0.000124148003840957,	13,	0.68207216,	0.0006334081828620255,	
8561.656842470169,	0.68607557,	0.0001321106545781691,	13,	0.68607557,	0.0006740339519294341,	
8562.45644235611,	0.69006675,	0.0001401620091204633,	13,	0.69006675,	0.0007151122914309352,	
8563.256042480469,	0.69406456,	0.0001488308005155995,	13,	0.69406456,	0.0007593408189571402,	
8564.05564236641,	0.69806921,	0.000157918284892743,	13,	0.69806921,	0.0008057055351670561,	
8564.855242490768,	0.70206785,	0.0001664896292408124,	13,	0.70206785,	0.0008494368838816959,	
8565.654842376709,	0.70606565,	0.0001750769848523962,	13,	0.70606565,	0.000893249922716307,	
8566.454442501068,	0.71004915,	0.0001835067163796717,	13,	0.71004915,	0.0009362587570391413,	
8567.254042387009,	0.71404725,	0.0001908177013613078,	13,	0.71404725,	0.0009735597008229988,	
8568.05364227295,	0.71804917,	0.0001971049274483317,	13,	0.71804917,	0.001005637384940468,	
8568.853242397308,	0.72204703,	0.0002025718497128386,	13,	0.72204703,	0.0010335298454736664,	
8569.652842283249,	0.72603333,	0.0002059820027384509,	13,	0.72603333,	0.0010509285854002598,	
8570.452542304993,	0.73004448,	0.0002074285093615256,	13,	0.73004448,	0.0010583087212322733,	
8571.252142429352,	0.73403555,	0.0002073262545740583,	13,	0.73403555,	0.0010577870131329506,	
8572.051742315292,	0.73802406,	0.0002050463375905277,	13,	0.73802406,	0.0010461547836251412,	
8572.851442337036,	0.74202371,	0.0002013671581279869,	13,	0.74202371,	0.0010273834598366679,	
8573.651042222977,	0.74603027,	0.0001956762040743135,	13,	0.74603027,	0.0009983479799709873,	
8574.450642347336,	0.75002795,	0.0001886199686487945,	13,	0.75002795,	0.0009623467788203801,	
8575.250242233276,	0.75403148,	0.0001811122483195098,	13,	0.75403148,	0.000924042083262805,	
8576.049842357635,	0.75803268,	0.0001729535670868271,	13,	0.75803268,	0.0008824161586062606,	
8576.849442243576,	0.7620458,	0.000164649780970908,	13,	0.7620458,	0.0008400499029127959,	
8577.649042367935,	0.76601464,	0.0001565073717908734,	13,	0.76601464,	0.0007985069989330276,	
8578.448642253876,	0.76999456,	0.0001497361499094394,	13,	0.76999456,	0.000763959948517548,	
8579.248242139816,	0.77400976,	0.000143684957461779,	13,	0.77400976,	0.0007330865176621377,	
8580.047842264175,	0.77799773,	0.0001392141597246319,	13,	0.77799773,	0.0007102763251256729,	
